"","X..name","planet_status","orbital_period","orbital_period_error_min","orbital_period_error_max","discovered","updated","publication_status","detection_type","mass_detection_type","radius_detection_type","alternate_names","molecules","star_name","ra","dec","star_sp_type","star_teff","star_detected_disc","star_magnetic_field","star_alternate_names"
"3373","Lalande 21185 b","Confirmed",9.8693,0.0016,0.0016,2017,"2017-02-14","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","Lalande 21185",165.83333334,35.970000022,"M1.5V",3828,"","",""
"3374","MASCARA-1 b","Confirmed",2.14878,8e-06,8e-06,2017,"2017-08-09","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit"," HD 20158 b","","MASCARA-1",317.551551671,10.7388750191,"A8",7554,"","","HD 201585"
"3400","NGTS-1 b","Confirmed",2.647298,2e-04,2e-04,2017,"2017-10-31","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","NGTS-1",82.716666684,-36.630833357,"M05",3916,"","",""
"3401","NLTT 41135","Confirmed",2.889475,2.5e-05,2.5e-05,2010,"2015-10-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","NLTT 41135",236.516666668,4.691666687,"M5.1",3230,"","",""
"3449","OGLE-TR-10 b","Confirmed",3.10129,1e-05,1e-05,2004,"2014-08-16","Published in a refereed paper","Primary Transit","","","","","OGLE-TR-10",267.8666667,-29.8761111,"G or K",6075,"","",""
"3450","OGLE-TR-111 b","Confirmed",4.01451,4.1e-06,4.1e-06,2004,"2016-02-26","Published in a refereed paper","Primary Transit","","","","","OGLE-TR-111",163.325,-61.4055556,"G or K",5070,"","",""
"3451","OGLE-TR-113 b","Confirmed",1.4324772,1.2e-06,1.2e-06,2004,"2016-02-26","Published in a refereed paper","Primary Transit","","","","","OGLE-TR-113",163.1,-61.4466667,"K",4752,"","",""
"3452","OGLE-TR-132 b","Confirmed",1.689868,3e-06,3e-06,2004,"2010-12-16","Published in a refereed paper","Primary Transit","","","","","OGLE-TR-132",162.6416667,-61.9569444,"F",6210,"","",""
"3453","OGLE-TR-182 b","Confirmed",3.9791,1e-05,1e-05,2007,"2010-06-24","Submitted to a professional journal","Primary Transit","","","","","OGLE-TR-182",167.3291667,-61.0952778,"",5924,"","",""
"3454","OGLE-TR-211 b","Confirmed",3.67724,3e-05,3e-05,2007,"2010-06-24","Submitted to a professional journal","Primary Transit","","","","","OGLE-TR-211",160.0625,-62.4555556,"",6325,"","",""
"3456","OGLE2-TR-L9 b","Confirmed",2.4855335,7e-07,7e-07,2007,"2010-12-06","Published in a refereed paper","Primary Transit","","","","","OGLE2-TR-L9",166.9791667,-61.1461111,"F3",6933,"","",""
"3458","POTS-1 b","Confirmed",3.1606296,1.57e-06,1.57e-06,2013,"2014-05-28","Published in a refereed paper","Primary Transit","","","","","POTS-1",203.6083,-66.5811,"K5",4400,"","",""
"3473","Pr 0201 b","Confirmed",4.4264,0.007,0.007,2012,"2016-03-31","Published in a refereed paper","Radial Velocity","","","","","Pr 0201",130.4333,20.2269,"F7",6174,"","",""
"3477","Proxima Cen b","Confirmed",11.186,0.001,0.001,2016,"2016-08-24","Published in a refereed paper","Radial Velocity","Radial Velocity","","HIP 70890 b, GL 551 C b, alpha Cen C b","","Proxima Centauri",217.429166681,-62.679444468,"M5.5V",3050,"","","HIP 70890, GL 551, alpha Cen C"
"3478","Qatar-1 b","Confirmed",1.42002504,7.1e-07,7.1e-07,2010,"2016-08-23","Submitted to a professional journal","Primary Transit","","Primary Transit","","","Qatar-1",303.3833333,65.1619444,"K",4910,"","",""
"3479","Qatar-2 b","Confirmed",1.3371182,3.7e-06,3.7e-06,2011,"2017-02-13","Announced on a professional conference","Primary Transit","","","","","Qatar-2",207.6541667,-6.8038889,"K",4645,"","",""
"3480","Qatar-3 b","Confirmed",2.5079204,9.9e-06,9.9e-06,2016,"2016-09-18","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","Qatar-3",359.150000012,36.21305557,"",6007,"","","UCAC3 253-304972"
"3481","Qatar-4 b","Confirmed",1.8053949,9.9e-06,9.9e-06,2016,"2016-09-18","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","Qatar-4",4.858333342,44.027500009,"",5219,"","","UCAC3 269-003518"
"3482","Qatar-5 b","Confirmed",2.8792319,9.9e-06,9.9e-06,2016,"2016-09-18","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","Qatar-5",7.054166671,42.061388899,"",5747,"","","UCAC3 265-004681"
"3483","Qatar-6 b","Confirmed",3.506189,2e-05,2e-05,2017,"2017-12-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","Qatar-6",222.20833335,22.152500005,"K2V",5052,"","",""
"3487","Ross 128 b","Confirmed",9.8658,0.007,0.007,2017,"2017-11-17","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","Ross 128",176.933333348,0.804444464,"M4",3192,"","",""
"3489","SAND 364 b","Confirmed",121.71,0.305,0.305,2014,"2017-08-18","Published in a refereed paper","Radial Velocity","","","","","SAND364",132.487500019,11.692500021,"K3III",4284,"","",""
"3496","TRAPPIST-1 b","Confirmed",1.51087081,6e-05,6e-05,2016,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3497","TRAPPIST-1 c","Confirmed",2.4218233,1.7e-06,1.7e-06,2016,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3498","TRAPPIST-1 d","Confirmed",4.04961,6.3e-05,6.3e-05,2016,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3499","TRAPPIST-1 e","Confirmed",6.099615,1.1e-05,1.1e-05,2017,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","2MASS J23062928-0502285 e","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3500","TRAPPIST-1 f","Confirmed",9.20669,1.5e-05,1.5e-05,2017,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3501","TRAPPIST-1 g","Confirmed",12.35294,0.00012,0.00012,2017,"2017-09-01","Published in a refereed paper","Primary Transit","TTV","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3502","TRAPPIST-1 h","Confirmed",20,6,15,2017,"2017-09-01","Published in a refereed paper","Primary Transit","","Primary Transit","","H2O","TRAPPIST-1",346.620833343,-5.041388896,"M8",2550,"","","2MASS J23062928-0502285"
"3504","TYC 3318-01333-1 b","Confirmed",562,4,4,2018,"2018-01-16","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","TYC 3318-01333-1",45.58333334,49.744444468,"",4776,"","",""
"3505","TYC 4282-605-1 b","Confirmed",101.54,0.05,0.05,2017,"2017-06-29","Published in a refereed paper","Radial Velocity","Radial Velocity","","",""," TYC 4282-605-1",343.87190876,62.2391247315,"K",4300,"","",""
"3506","TYC+1422-614-1 b","Confirmed",198.44,0.64,0.64,2014,"2014-10-29","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","TYC+1422-614-1",154.279166669,19.558333351,"",4806,"","",""
"3507","TYC+1422-614-1 c","Confirmed",569.2,2.1,2.1,2014,"2014-10-29","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","TYC+1422-614-1",154.279166669,19.558333351,"",4806,"","",""
"3508","TYC-3667-1280-1 b","Confirmed",26.468,0.005,0.005,2016,"2016-03-23","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","TYC-3667-1280-1",78.37500001,58.426111127,"",5130,"","",""
"3511","TrES-2 ","Confirmed",2.4706133738,1.87e-08,1.87e-08,2006,"2014-09-01","Submitted to a professional journal","Primary Transit","","","","","TrES-2",286.8083333,49.3163889,"G0V",5850,"","",""
"3512","TrES-3 ","Confirmed",1.30618608,3.8e-07,3.8e-07,2007,"2014-05-22","Published in a refereed paper","Primary Transit","","","","","TrES-3",268.0291667,37.5461111,"G",5720,"","",""
"3513","TrES-4 ","Confirmed",3.5539268,3.2e-06,3.2e-06,2007,"2012-12-28","Submitted to a professional journal","Primary Transit","","","","","TrES-4",268.3041667,37.2116667,"F",6200,"","",""
"3514","TrES-5 ","Confirmed",1.4822446,7e-07,7e-07,2011,"2011-09-05","Published in a refereed paper","Primary Transit","","","","","TrES-5",305.2208333,59.4491667,"",5171,"","",""
"3521","V391 Peg b","Confirmed",1170,44,44,2007,"2014-08-22","Published in a refereed paper","Pulsar","","","","","V391 Peg",331.05,26.4188889,"sdB",29300,"","",""
"3523","V830 Tau b","Confirmed",4.93,0.05,0.05,2016,"2016-08-03","Published in a refereed paper","Radial Velocity","Radial Velocity","","","","V830 Tau",68.29166667,24.561944465,"M0",4250,"","Yes",""
"3525","WASP-1 b","Confirmed",2.5199464,8e-07,8e-07,2006,"2013-05-31","Submitted to a professional journal","Primary Transit","","","","","WASP-1",5.1666667,31.99,"F7V",6200,"","",""
"3526","WASP-10 b","Confirmed",3.0927616,1.82e-05,1.82e-05,2008,"2014-05-30","Announced on a professional conference","Primary Transit","","","","","WASP-10",348.9916667,31.4627778,"K5",4675,"","",""
"3527","WASP-100 b","Confirmed",2.849375,8e-06,8e-06,2013,"2014-05-28","Published in a refereed paper","Primary Transit","","","","","WASP-100",68.9583,-64.0269,"F2",6900,"","",""
"3528","WASP-101 b","Confirmed",3.585722,4e-06,4e-06,2013,"2013-10-22","Published in a refereed paper","Primary Transit","","","","","WASP-101",98.35,-23.4861,"F6",6400,"","",""
"3529","WASP-102 b","Confirmed",2.709813,4e-06,5e-06,2016,"2016-08-16","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-102",336.464362517,15.8567472446,"G0",5940,"","",""
"3530","WASP-103 b","Confirmed",0.925542,1.9e-05,1.9e-05,2014,"2017-08-22","Published in a refereed paper","Primary Transit","","","","Na, K","WASP-103",249.316666672,7.183333337,"F8V",6110,"","",""
"3531","WASP-104 b","Confirmed",1.7554137,3.6e-06,1.8e-06,2014,"2016-01-10","Published in a refereed paper","Primary Transit","","","","","WASP-104",160.602541675,7.4350833434,"G8",5450,"","",""
"3532","WASP-105 b","Confirmed",7.87288,1e-05,1e-05,2017,"2017-01-17","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-105",24.16666668,-50.658888909,"K2",5070,"","",""
"3533","WASP-106 b","Confirmed",9.289715,1e-05,1e-05,2014,"2016-01-10","Published in a refereed paper","Primary Transit","","","","","WASP-106",166.429708348,-5.0794166782,"F9",6000,"","",""
"3534","WASP-107 b","Confirmed",5.72149,2e-06,2e-06,2017,"2017-02-17","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-107",188.387500011,-10.146111124,"K6",4430,"","",""
"3535","WASP-108 b","Confirmed",2.6755463,2.1e-06,2.1e-06,2014,"2014-10-29","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-108",195.829166673,-49.63972224,"F9",6000,"","",""
"3536","WASP-109 b","Confirmed",3.3190233,4.2e-06,4.2e-06,2014,"2016-01-10","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-109",232.054166671,-16.41083335,"F4",6520,"","",""
"3537","WASP-11-HAT-P-10 b","Confirmed",3.722469,6.7e-06,6.7e-06,2008,"2015-08-20","Submitted to a professional journal","Primary Transit","","","","","WASP-11-HAT-P-10",47.3708333,30.6736111,"K3V",4980,"","",""
"3538","WASP-110 b","Confirmed",3.7783977,3.1e-06,3.1e-06,2014,"2014-10-29","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-110",305.87500001,-44.058333341,"G9",5400,"","",""
"3539","WASP-111 b","Confirmed",2.310965,3.4e-06,3.4e-06,2014,"2014-10-29","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-111",328.766666668,-22.612500022,"F5",6400,"","",""
"3540","WASP-112 b","Confirmed",3.0353992,3.8e-06,3.8e-06,2014,"2014-10-29","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-112",339.487500019,-35.153888895,"G6",5610,"","",""
"3541","WASP-113 b","Confirmed",4.54216874538,4.2e-06,4.2e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-113",224.870833343,46.960000027,"G1",5890,"","",""
"3542","WASP-114 b","Confirmed",1.5487743,9e-07,1.2e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-114",327.66666668,10.463055575,"G0",5940,"","",""
"3543","WASP-117 b","Confirmed",10.02165,0.00055,0.00055,2014,"2014-06-27","Published in a refereed paper","Primary Transit","","","","","WASP-117",36.775000002,-50.284444451,"F9",6040,"","",""
"3544","WASP-118 b","Confirmed",4.0460435,4.4e-06,4.4e-06,2016,"2016-08-10","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-118",19.550000004,2.702777794,"F6",6410,"","",""
"3545","WASP-119 b","Confirmed",2.49979,1e-05,1e-05,2016,"2016-02-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-119",55.941666682,-65.193888901,"G5",5650,"","",""
"3546","WASP-12 b","Confirmed",1.0914222,1.1e-06,1.1e-06,2008,"2016-06-02","Announced on a professional conference","Primary Transit","","","","TiO, VO, H2O, O I, CO2, CH4, CO, H2, HCN, C","WASP-12",97.6375,29.6722222,"G0",6300,"","",""
"3547","WASP-120 b","Confirmed",3.6112706,3.8e-06,3.8e-06,2015,"2015-09-12","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-120",62.616666676,-45.898333363,"F5",6450,"","",""
"3548","WASP-121 b","Confirmed",1.2749255,2.5e-07,2.5e-07,2015,"2016-04-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","TiO, H2O, VO","WASP-121",107.600000008,-39.097500013,"F6V",6460,"","",""
"3549","WASP-122 b","Confirmed",1.7100567,3.6e-06,3.6e-06,2015,"2016-02-09","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","KELT-14 b","","WASP-122",108.300000004,-42.409722238,"G4",5730,"","",""
"3550","WASP-123 b","Confirmed",2.977641,2.4e-06,2.4e-06,2015,"2015-09-12","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-123",289.479166685,-32.860000025,"G5",5730,"","",""
"3551","WASP-124 b","Confirmed",3.37265,1e-06,1e-06,2016,"2016-02-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-124",332.712500017,-30.749444472,"F9",6050,"","",""
"3552","WASP-126 b","Confirmed",3.2888,1e-05,1e-05,2016,"2016-02-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-126",63.37500001,-69.226944457,"G2",5800,"","",""
"3553","WASP-127 b","Confirmed",4.178062,2e-06,2e-06,2016,"2016-07-27","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-127",160.558666671,-3.8350833514,"G5",5620,"","",""
"3554","WASP-129 b","Confirmed",5.748145,1e-06,1e-06,2016,"2016-02-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-129",176.300000004,-42.063888901,"G1",5900,"","",""
"3555","WASP-13 b","Confirmed",4.353011,1.3e-05,1.3e-05,2008,"2014-05-23","Announced on a professional conference","Primary Transit","","","","","WASP-13",140.1041667,33.8825,"G1V",5826,"","",""
"3556","WASP-130 b","Confirmed",11.55098,1e-05,1e-05,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-130",203.104166675,-42.475277794,"G6",5625,"","",""
"3557","WASP-131 b","Confirmed",5.322023,5e-06,5e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-131",210.191666682,-30.583611123,"G0",6030,"","",""
"3558","WASP-132 b","Confirmed",7.133521,9e-06,9e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","","","","WASP-132",217.608333342,-46.159166677,"K4",4775,"","",""
"3559","WASP-133 b","Confirmed",2.176423,1e-06,1e-06,2016,"2016-02-05","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-133",314.575000006,-35.796666693,"G4",5700,"","",""
"3560","WASP-135 b","Confirmed",1.4013794,8e-07,8e-07,2015,"2015-11-19","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-135",267.283333336,29.879166694,"G5",5680,"","",""
"3561","WASP-136 b","Confirmed",5.215357,6e-06,6e-06,2016,"2016-07-27","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-136",0.32570833939,-8.9262778038,"",6260,"","",""
"3562","WASP-138 b","Confirmed",3.634433,5e-06,5e-06,2016,"2016-07-27","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-138",41.6390416778,-0.463888909,"F9",6272,"","",""
"3563","WASP-139 b","Confirmed",5.924262,4e-06,4e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-139",49.562500005,-41.30222223,"K0",5310,"","",""
"3564","WASP-14 b","Confirmed",2.2437661,1.1e-06,1.1e-06,2008,"2014-05-23","Published in a refereed paper","Primary Transit","","","","","WASP-14",218.275,21.8947222,"F5V",6475,"","",""
"3565","WASP-140 b","Confirmed",2.2359835,8e-06,8e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-140",60.387500011,-20.451111121,"K0",5260,"","",""
"3566","WASP-141 b","Confirmed",3.310651,5e-06,5e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-141",71.825000006,-17.115277792,"F9",5900,"","",""
"3567","WASP-142 b","Confirmed",2.052868,2e-06,2e-06,2016,"2016-07-11","Published in a refereed paper","Primary Transit","Radial Velocity","Primary Transit","","","WASP-142",140.508333334,-23.94611114,"F8",6010,"","",""
